Token,Tag
bedachtsammen,O
mut,O
undt,O
sinten,O
wyß,O
außgaßen,O
diß,O
undt,O
ieneß,O
aber,O
sye,O
Ime,O
von,O
syneß,O
hertzenß,O
mit,O
sich,O
fürskünfftig,O
mit,O
gebürendem,O
undt,O
ghorsamem,O
spect,O
gegen,O
syner,O
heren,O
oberkeit,B-ORG
Inß,O
gemein,O
unb,O
besunders,O
yezestellen,O
.,O
Ist,O
1,O
mal,O
lär,O
aufzogen,O
Actum,O
.,O
juny,O
undt,O
.,O
july,O
K:R:,O
Soll,O
vernemß,O
im,O
fahl,O
nit,O
mit,O
marter,O
examiniert,O
Hat,O
D,O
zwost,O
und,O
anß,O
halßyten,O
mit,O
äuschlafun,O
syneß,O
wie,O
zuogleich,O
sechs,O
monat,O
lang,O
jnß,O
Schallenweren,O
da,O
interim,O
zuo,O
Loupen,B-LOC
Nach:,O
gefanschet,O
werden,O
ob,O
er,O
nit,O
mit,O
einem,O
brügel,O
im,O
holtz,O
und,O
Demnach,O
synet,O
halb,O
wyters,O
zuon,O
Actum,O
ut,O
26,O
.,O
50,O
Ulli,B-PER
Kupferschmidt,I-PER
Nach,O
dem,O
Ulli,B-PER
Kupferschmid,I-PER
ein,O
wolhabender,O
mann,O
abem,O
stouffen,B-LOC
in,O
synem,O
huß,O
gefencklich,O
angenommen,O
Thun,B-LOC
hernach,O
alher,O
gefürt,O
undt,O
ernst:,O
wörtig,O
mit,O
antröuwter,O
marter,O
riert,O
hatter,O
Nachdem,O
er,O
von,O
Hanß,B-PER
Rügsegger,I-PER
bel,O
zuo,O
Rötenbach,B-LOC
beschickt,O
undt,O
beuchs:,O
met,O
wylen,O
ein,O
landts,B-ORG
gmeind,I-ORG
zue,O
Signouw,B-LOC
deren,O
Ursach,O
mir,O
),O
angestelt,O
undt,O
imme,O
daselbst,O
zu,O
erscheinnen,O
lybshalb,O
nit,O
müglich,O
dahin,O
Zeuerfüegen,O
undt,O
allein,O
zelogen,O
waß,O
dater,O
tractiert,O
volgendts,O
ges,O
ime,O
widerzebringen,O
etc,O
.,O
Sye,O
demselben,O
einfaltig,O
undt,O
habe,O
sich,O
daselbst,O
in,O
der,O
Landts,B-ORG
Gmeindt,I-ORG
undt,O
hernach,O
In,O
keiner,O
anderen,O
befunden,O
etc,O
.,O
Doch,O
aber,O
zuo,O
dem,O
nit,O
In,O
diser,O
landtsgmeindt,B-ORG
habe,O
Uelli,B-PER
Galli,I-PER
undt,O
er,O
zwar,O
der,O
erst,O
nach,O
imme,O
aber,O
nüt,O
zur,O
sach,O
darüber,O
geschloßen,O
und,O
abgerahten,O
1,O
.,O
daß,O
die,O
halb,O
rünfften,O
batzen,O
widerumb,O
für,O
ganz,O
yngenommen,O
undt,O
außgen,O
item,O
der,O
domahlen,O
herfürkomenen,O
uszug,O
von,O
dem,O
Landtsfriden,O
In,O
die,O
Landts:,B-ORG
gmeind,B-ORG
gan,O
Huttwyl,B-LOC
getragen,O
undt,O
den,O
sich,O
daselbst,O
ynbefindenden,O
herren,O
gesanten,O
yngehendiget,O
werden,O
Wiewol,O
aber,O
er,O
dem,O
weybel,O
Rüg:,B-PER
segger,B-PER
die,O
abloffenheit,O
diser,O
Landts:,B-ORG
gmeind,B-ORG
begertenmaßen,O
referieren,O
habe,O
Jedoch,O
er,O
solches,O
undt,O
daß,O
er,O
zuo,O
Huttwyl,B-LOC
sich,O
selbstynstellen,O
undt,O
zuesachredten,O
.,O
Wy:,O
serst,O
sy,O
imme,O
diß,O
ortes,O
nüt,O
Imwüßen,O
K,O
R:,O
Denne,O
hater,O
daß,O
er,O
synen,O
wag,O
synes,O
guts,O
zue,O
Stouffen,B-LOC
auch,O
für,O
Ew,O
.,O
H,O
.,O
statt,O
Bern,B-LOC
Item,O
wylen,O
für,O
brachs,O
daß,O
im,O
Reißgelt,O
im,O
schloß,B-LOC
Signouw,I-LOC
nit,O
undt,O
gnueg,O
.,O
Alß,O
undt,O
zuben,O
andere,O
imme,O
zuegeben,O
weßne,O
solches,O
daselbst,O
welches,O
erstlich,O
hinder,O
Schenck,O
hernach,O
aber,O
widerumb,O
hinweg,O
genomen,O
und,O
an,O
underschidenliche,O
ort,O
zue,O
.,O
.,O
teilt,O
Wyterß,O
ist,O
er,O
daß,O
er,O
den,O
mhhern,O
den,O
examinatoren,O
In,O
deß,O
außgetrettnen,O
erz,O
Statthalter,O
Bergers,B-PER
huß,O
ze,O
dulte,O
an,O
den,O
weybel,O
Rügsegg,B-PER
abgahn,O
dardurch,O
er,O
inne,O
undt,O
neben,O
erwelten,O
Berger,B-PER
auß,O
deßelben,O
deren,O
vor,O
Kriegs,B-ORG
-,I-ORG
raht,I-ORG
Michel,B-PER
Bürlzumers,I-PER
mund,O
wyl,O
sy,O
höchlich,O
von,O
der,O
Oberkeidt,B-ORG
undt,O
mhhr,O
Seckelnd,O
Will,O
ading,O
meindt,O
Ob,O
Reynold,B-PER
von,I-PER
Freyburg,I-PER
),O
mit,O
800,O
Mann,O
gegen,O
Thun,B-LOC
undt,O
General,B-PER
von,I-PER
Erlach,I-PER
syne,O
In,O
2,O
theil,O
mit,O
dem,O
gegen,O
Dießbach,B-LOC
zugehen,O
auf,O
sich,O
achtung,O
zegeben,O
undt,O
sorg,O
dardnach,O
der,O
den,O
ußtrit,O
deß,O
Bergers,B-PER
Im,O
Übrig,O
den,O
wiewol,O
imme,O
gehalten,O
daß,O
er,O
auch,O
der,O
löüwen,O
Bergischen,B-ORG
Kriegs,I-ORG
-,I-ORG
rähten,I-ORG
einer,O
undt,O
sich,O
ordenlich,O
yngeschriben,O
hat,O
jedoch,O
er,O
selbigeß,O
starck,O
von,O
minet,O
mit,O
daß,O
eß,O
imme,O
undt,O
unwüssende,O
geschächen,O
Soll,O
vernemß,O
by,O
betrewung,O
der,O
marter,O
ist,O
zwangs,O
yren,O
erenhalb,O
unschont,O
sinnit,O
miniert,O
abtrag,O
lösenß,O
eriert:,O
indes,O
mit,O
Ist,O
beschechen,O
.,O
"""",O
behidig,O
gebesrat,O
deß,O
wagen,O
synem,O
gut,O
nach,O
geforschet,O
werden,O
söllen,O
dann,O
der,O
blf,O
widerumb,O
zuosammen,O
Thun,B-LOC
undt,O
die,O
eine,O
enteschuldigung,O
hüye,O
mhl,O
den,O
kriegsräten,O
minmal,O
von,O
.,O
Actum,O
S,O
.,O
27,O
.,O
51,O
.,O
Hanns,B-PER
Düscher,I-PER
Der,O
alt,O
von,O
Limpach,B-LOC
hat,O
daß,O
er,O
vor,O
der,O
gmeind,O
Bentz,B-PER
Langgolf,I-PER
von,O
Büren,B-LOC
zum,I-LOC
Hof,I-LOC
in,O
die,O
Landtsgmeindt,B-ORG
gan,O
Huttwyl,B-LOC
ordnet,O
da,O
vor,O
syner,O
abreiß,O
von,O
den,O
Gmeinden,B-ORG
Limpach,B-LOC
Büren,B-LOC
zum,I-LOC
hof,B-LOC
Schalunen,B-LOC
und,O
den,O
Außgeschoßnen,O
von,O
frauw,B-LOC
brunnen,I-LOC
ein,O
landtglüpt,O
daß,O
sy,O
es,O
mit,O
den,O
buren,O
halten,O
Item,O
zuo,O
den,O
beiden,O
Meyer,O
und,O
Springen,B-PER
sich,O
umb,O
von,O
Inen,O
ob,O
sy,O
auch,O
etwan,O
an,O
gedüte,O
landts:,B-ORG
gmeindt,B-ORG
schicken,O
wellindt,O
etc,O
.,O
Alß,O
munsy,O
imme,O
mit,O
nein,O
sygn,O
en,O
mit,O
meltem,O
Langgolf,B-PER
gan,O
Huttwyl,B-LOC
daselbst,O
zwar,O
im,O
Ring,O
an,O
der,O
Landtsgmeindt,B-ORG
Aber,O
doch,O
den,O
Zum,O
kundt,O
nit,O
Sunderss,O
selben,O
nur,O
Daß,O
aber,O
man,O
von,O
Iren,O
Gmeindt,B-ORG
gan,O
Huttweyl,B-LOC
gschickt,O
sygindt,O
desselben,O
-,O
Durß,O
wyß,O
undt,O
Ulli,B-PER
Sterchi,I-PER
ein,O
Ursach,O
wylen,O
sy,O
allzeit,O
gsagt:,O
Wan,O
man,O
nit,O
da:,O
hinschicken,O
wolle,O
so,O
wellind,O
sy,O
eß,O
thuen,O
.,O
Im,O
übrigen,O
habe,O
Brat,B-PER
Häberli,I-PER
der,O
Schmid,O
zu,O
Jagi,O
Dorff,O
ir,O
gen,O
löüfferspott,O
aufgehalten,O
undt,O
sunst,O
andere,O
persohnen,O
so,O
lang,O
gehertnet,O
biß,O
er,O
gält,O
von,O
inen,O
außhergebrässet,O
.,O
Endtlich,O
auch,O
auf,O
ynkommen,O
bricht,O
daß,O
vil,O
frömbde,O
völlker,O
by,O
Arberg,B-LOC
angelanget,O
habe,O
er,O
zwen,O
syner,O
söhnen,O
in,O
Ehiergarten,O
geschickt,O
der,O
meinung,O
daselbst,O
wie,O
andere,O
wider,O
dise,O
völcker,O
zewachen,O
.,O
It,O
deß,O
grichts,B-ORG
endtsetzt,O
mit,O
vorbhalt,O
imme,O
auflegender,O
geltstraff,O
undt,O
neben,O
abtrag,O
Costens,O
und,O
einem,O
guten,O
censur,O
auch,O
ledig,O
erkend,O
Actum,O
ut,O
supra:,O
19,O
1,O
.,O
Hans,B-PER
Gämbbeler,I-PER
Ist,O
von,O
12,O
.,O
persohnen,O
lut,O
vorhandenen,O
information,O
von,O
Frutigen,B-LOC
überwisen,O
daß,O
er,O
grett,O
ein,O
erbarkeidt,O
daselbst,O
gloube,O
der,O
oberkeidt,B-ORG
schryben,O
mir,O
zuo,O
wil,O
.,O
Ungeacht,O
diser,O
vilfaltigen,O
kundtschaftt,O
aber,O
hat,O
er,O
söliche,O
gelougnet,O
doch,O
auf,O
dise,O
faren,O
Wylen,O
vihl,O
undt,O
widerwertige,O
brichten,O
undt,O
schreyben,O
yngelangt,O
so,O
ful,O
undt,O
faltsch,O
befunden,O
undt,O
erachtet,O
worden,O
möge,O
er,O
wol,O
grett,O
haben,O
daß,O
solches,O
lugenen,O
sygindt:,O
Daß,O
aber,O
er,O
mein,O
yhre,O
ange:,O
dütermaßen,O
ungebürlich,O
gemeindt,O
undt,O
datlet,O
könne,O
er,O
desselbigen,O
ganz,O
nit,O
gestendig,O
sein,O
.,O
2,O
.,O
Item,O
Ist,O
er,O
von,O
drey,O
underschidenlichen,O
persohnen,O
überwisen,O
daß,O
alß,O
man,O
hin:,O
nun,O
In,O
der,O
Stuben,O
Im,O
Landthuß,O
Uß:,O
gerüfft,O
daß,O
die,O
jenigen,O
so,O
eß,O
mit,O
minen,O
gen,O
oberkeidt,B-ORG
halten,O
wellind,O
in,O
Hannß,B-PER
Zalers,B-PER
huß,O
gan,O
die,O
übrig,O
aber,O
in,O
den,O
stuben,O
verbleiben,O
söllindt,O
habe,O
er,O
und,O
sin,O
bruder,O
Jacob,B-PER
grett:,O
Eß,O
sölle,O
niemandts,O
in,O
deß,O
Zahlerß,B-PER
huß,O
gan,O
undt,O
nachfolglich,O
nimandts,O
mit,O
der,O
Ober:,B-ORG
keit,B-ORG
halten:,O
Daruf,O
sich,O
under,O
die,O
thür,O
gestelt,O
undt,O
die,O
lüt,O
aufhalten,O
welle,O
.,O
Ungeacht,O
diser,O
überwysung,O
aber,O
haten,O
sölche,O
ssin,O
nit,O
gestendig,O
sein,O
wollen,O
sunder,O
fürgeben,O
daß,O
der,O
underscheidt,O
diser,O
sönderung,O
nit,O
also,O
gemacht,O
worden,O
.,O
Ging,O
"""",O
habe,O
er,O
er,O
Ginggen,O
aber,O
"""",O
domahlen,O
mit,O
synen,O
stein,O
dahin,O
gehulffen,O
daß,O
man,O
sich,O
gegen,O
eini:,O
ger,O
der,O
huldigung,O
begnamen,O
wellen:,O
da:,O
zuo,O
dann,O
auch,O
sein,O
Bruoder,O
so,O
diß,O
orts,O
miß:,O
verstendig,O
sein,O
wellen,O
auch,O
angewisen,O
;,O
Geben,O
habe,O
angedüte,O
wider,O
sy,O
beide,O
gefürte,O
Clag,O
bekendt,O
oder,O
nit,O
.,O
3,O
.,O
4,O
.,O
doch,O
alß,O
erlütest,O
52,O
.,O
ist,O
er,O
anklagt,O
daß,O
er,O
von,O
dem,O
Landts:,O
fänner,O
Schmidt,B-PER
einmals,O
auf,O
der,O
gaßen,O
von,O
verfürten,O
unwäsenß,O
wegen,O
behalten,O
beschaltz,O
worden,O
er,O
darüber,O
geandtwortet:,O
my,O
H,O
undt,O
Oberen,O
Schickindt,O
darumb,O
Ire,O
Gsante,O
undt,O
Schryben,O
inß,O
Landt,O
sy,O
darmit,O
uf:,O
zehalten,O
frömbdts,O
volk,O
inß,O
Landt,O
ze,O
bringen,O
undt,O
sy,O
zue,O
Ligbeignen,O
Lüten,O
zemachen:,O
hatte,O
er,O
söliches,O
auch,O
gentzlich,O
verlaugnet,O
darumb,O
aber,O
ist,O
nit,O
mehr,O
dan,O
eine,O
Khundt:,O
schaft,O
verhanden,O
.,O
Do,O
ist,O
zwar,O
er,O
auch,O
synem,O
neben,O
bruder,O
Jacob,B-PER
Gämbbeler,B-PER
anklagt,O
aber,O
nit,O
erwisen,O
worden,O
daß,O
sy,O
in,O
Zeringen,O
muet,O
mit,O
zusamen,O
geschlag:,O
en,O
henden,O
gredtt:,O
Ich,O
glouben,O
wir,O
haben,O
eine,O
schöne,O
oberkeidt,O
Eß,O
muß,O
sunst,O
anderß,O
gahn,O
oder,O
wir,O
wend,O
inen,O
auf,O
daren,O
geben,O
sy,O
habend,O
unß,O
baldt,O
gnug,O
lugenen,O
inß,O
landt,O
geschickt:,O
Der,O
Caßtlan,O
hat,O
unß,O
auch,O
so,O
überrett,O
gebendt,O
ime,O
den,O
lon,O
Man,O
welli,O
sy,O
zue,O
lybergnen,O
lüten,O
machen:,O
Er,O
hatt,O
aber,O
dises,O
auch,O
vernemnet,O
wylen,O
aussem,O
nider,O
landt,O
oder,O
Ärgouw,O
sölcher,O
bricht,O
kommen,O
daß,O
sy,O
sich,O
der,O
ober:,O
keidt,O
widerschindt,O
unndt,O
bereidts,O
daß,O
dorf,O
Herzogenbuche,B-LOC
in,O
brandt,O
undt,O
eß,O
umb,O
daß,O
vatter,O
Landt,O
geschächen,O
sye,O
So,O
mögen,O
sy,O
wol,O
fürsachen,O
daß,O
sy,O
nit,O
zuo,O
lybeignen,O
werdindt,O
N3,O
.,O
Die,O
yngelangte,O
und,O
drumb,O
ufgenommene,O
kundtscht,O
ist,O
nit,O
underschriben,O
.,O
Soll,O
synet,O
halb,O
wyter,O
bricht,O
eingenommen,O
werden,O
durch,O
mhhen,O
exaninatoren,O
mit,O
betröüwung,O
der,O
Marter,O
und,O
nach,O
irer,O
discretion,O
vernermt,O
examiniert,O
werden,O
.,O
13,O
.,O
Peter,B-PER
Graf,I-PER
von,O
Rychenbach,B-LOC
Ist,O
anlagt,O
worden,O
daß,O
er,O
zue,O
Rychen:,B-LOC
bach,B-LOC
bruolchen,O
ze,O
.,O
uder,O
sich,O
Jnnen,O
am,O
Gwandt,O
mit,O
einer,O
Partysanen,O
erzeigt,O
daß,O
volck,O
uber,O
die,O
ahnen,O
ge:,O
mandt,O
hin:,O
und,O
han,O
undt,O
gesprochen,O
mann,O
müße,O
sächen,O
ob,O
die,O
herren,O
oder,O
Buren,O
Recht,O
habind,O
undt,O
den,O
un:,O
recht,O
habenden,O
auf,O
die,O
Oren,O
geben:,O
Item,O
Hannß,B-PER
von,I-PER
Känel,I-PER
undt,O
den,O
venner,O
von,O
Mouß,B-LOC
verrächter,O
genambset,O
und,O
gsagt,O
daß,O
sy,O
den,O
Landtlüten,O
In,O
irer,O
Gesandt:,O
schafft,O
nach,O
Bern,B-LOC
und,O
Wynigen,B-LOC
by,O
oder,O
.,O
t,O
verfräßen:,O
doch,O
nüt,O
außge:,O
richt:,O
Item,O
sy,O
habind,O
müt,O
dan,O
luge:,O
nen,O
inß,O
landt,O
gebracht:,O
Peter,B-PER
kuonen,O
aber,O
frage,O
die,O
wacheit,O
Inß,O
Landt,O
.,O
Hat,O
sich,O
darüber,O
also,O
verandtwortet:,O
Entlich,O
sye,O
er,O
anred,O
undt,O
bekandtlich,O
daß,O
er,O
zuo,O
Rychigenbach,B-LOC
den,O
weybel,O
Känel,B-PER
geheißen,O
stürmen,O
sye,O
aber,O
daumb,O
geschechen,O
Wylen,O
Hannß,B-PER
Wüeterich,I-PER
Schaffner,O
zuo,O
Bäche,B-LOC
undt,O
Hanß,B-PER
Frantz,I-PER
zuo,O
Hilterfingen,O
auß,O
beuelch,O
statt:,O
halter,O
Verliß,O
vol,O
Hilterfingen,O
und,O
seckelmeister,O
Aniß,B-PER
von,O
Hilter:,B-LOC
fingen,B-LOC
bricht,O
bracht,O
daß,O
vil,O
ferämbdts,O
volcke,O
im,O
landt,O
daßwegen,O
begerdt,O
daß,O
man,O
zur,O
hilf,O
einmal,O
auf,O
sye,O
undt,O
biß,O
inß,O
Gwatt,B-LOC
zühe,O
in,O
er:,O
wartung,O
daß,O
erfahren,O
werde,O
ob,O
es,O
frömb,O
volck,O
sy,O
oder,O
nit,O
?,O
daselbst,O
ze:,O
halten,O
daruf,O
dan,O
er,O
auch,O
auß,O
Gwatt,B-LOC
commandiert,O
worden,O
Er,O
habe,O
aber,O
anklagtermaß,O
daselbst,O
ein,O
mandts,O
53,O
.,O
über,O
die,O
ahnen,O
gefürt,O
auch,O
nit,O
getrönet,O
auf,O
die,O
ohren,O
Denne,O
gloube,O
zwar,O
er,O
wol,O
daß,O
er,O
den,O
Peter,B-PER
von,I-PER
Känel,I-PER
genambset,O
wylen,O
er,O
wegen,O
deß,O
frömbden,O
vermeinten,O
volcks,O
über,O
sein,O
aufenre:,O
cken,O
nit,O
aufstehen,O
wöllen,O
.,O
In,O
an:,O
derem,O
verstandt,O
aber,O
sye,O
es,O
nit,O
be:,O
schechen,O
deß,O
übrigen,O
dan,O
sye,O
er,O
auch,O
bekandtlich,O
.,O
Ist,O
auf,O
abtrag,O
costenß,O
und,O
eine,O
gute,O
censur,O
liberiert,O
jedoch,O
mit,O
disem,O
außtruckenlichen,O
vorbehalt,O
fahls,O
eß,O
sicher,O
funde,O
die,O
jenigen,O
ab,O
imme,O
geclagten,O
wort,O
gerett,O
und,O
getröüwt,O
ze,O
haben,O
daß,O
er,O
denzmalen,O
auch,O
ehr:,O
und,O
wehrloß,O
erkendt,O
sein,O
undt,O
Imme,O
ein,O
ohr,O
abgeschnitten,O
werden,O
sölle,O
.,O
Actum,O
.,O
July,O
.,O
Hanß,B-PER
Brentzikofler,I-PER
us,O
Stettlen,B-LOC
ein,O
schumacher,O
welcher,O
bereits,O
schon,O
4,O
wochen,O
in,O
der,O
gfangenschf,O
.,O
gsin,O
.,O
hatt,O
frey,O
unnd,O
bekendt,O
daß,O
er,O
ja,O
doch,O
gantz,O
trunknerwys,O
gredt:,O
Die,O
sach,O
seye,O
noch,O
nit,O
usgmacht:,O
Es,O
werde,O
nit,O
ang,O
gahn,O
die,O
statt,O
werde,O
in,O
gesteckt,O
werden,O
.,O
seye,O
imme,O
hertzlich,O
leid,O
.,O
Bitet,O
deßwegen,O
umb,O
gnad,O
und,O
verzychung,O
.,O
Sich,O
für,O
diß,O
hin,O
beßer,O
feuer,O
halten,O
.,O
Neben,O
dem,O
aber,O
habe,O
er,O
sich,O
nit,O
vor,O
d,O
satt,O
begeben,O
weniger,O
sich,O
anderst,O
woren,O
zu,O
bruchen,O
laßen,O
.,O
Actum,O
im,O
Streckethurn,O
den,O
.,O
july,O
It,O
den,O
5tn,O
july,O
zu,O
vernerer,O
enamination,O
by,O
betröüwung,O
der,O
mardter,O
oder,O
nach,O
discretion,O
der,O
herren,O
verordneten,O
erkendendt,O
worden,O
.,O
Danniel,B-PER
Fertig,I-PER
vun,O
Ahberg,B-LOC
Andres,B-PER
Fertig,I-PER
syn,O
sohn,O
.,O
sind,O
beid,O
von,O
den,O
soldaten,O
gefangen,O
gnomm,O
worden,O
unn,O
von,O
deßwegen,O
daß,O
dan,O
über,O
jnen,O
zugeredte,O
verdrießlichene,O
minen,O
greüßn,O
iröndt,O
den,O
kopf,O
mit,O
sageßen,O
abzehaunen,O
unn,O
er,O
fertig,O
aber,O
ohne,O
urlaub,O
dach,O
er,O
an,O
müetig,O
uß,O
dem,O
Kriegsdienst,O
getrid:,O
Wylen,O
un,O
die,O
ursachen,O
diser,O
sehe,O
gring,O
und,O
sy,O
durch,O
die,O
langwerig,O
gfangenschf,O
.,O
eben,O
gung,O
castigiert,O
Alß,O
hat,O
mhhr,O
.,O
examinator,B-PER
Aarfon,I-PER
sy,O
uf,O
abtrag,O
erstems,O
für,O
sich,O
selbs,O
ledig,O
gesprochen,O
.,O
Actum,O
.,O
july,O
.,O
imo,O
Ist,O
nur,O
der,O
vatter,O
ledig,O
gelaßen,O
worden,O
.,O
Hanß,B-PER
Brentzikofler,I-PER
Von,O
Stettlen,B-LOC
Nachdem,O
imme,O
die,O
marter,O
antröüwt,O
worden,O
.,O
hat,O
er,O
bekendt,O
daß,O
er,O
zwar,O
alhie,O
in,O
der,O
statt,O
by,O
Hanß,O
rahts,O
deß,O
bachmeisters,O
hus,O
an,O
der,O
Schoublatz,B-LOC
gaßen,I-LOC
gredt,O
.,O
Die,O
sach,O
seye,O
nochnit,O
usgmacht,O
es,O
werde,O
nit,O
lang,O
vergahn,O
der,O
statt,O
werde,O
in,O
brand,O
gesteckt,O
werden,O
etc,O
.,O
Er,O
sye,O
aber,O
domahlen,O
trunken,O
und,O
imme,O
solches,O
nich,O
mahlen,O
im,O
sinn,O
und,O
hertzen,O
gsin,O
wüße,O
auch,O
kein,O
Ursach,O
und,O
vorsager,O
darumb,O
bestellen,O
sonder,O
habe,O
es,O
für,O
sich,O
selbs,O
und,O
unbedachtsameren,O
grerdt,O
Ußert,O
dißen,O
aber,O
seye,O
er,O
nit,O
kunder,O
bittet,O
umb,O
gnad,O
und,O
verzychung,O
.,O
Actum,O
den,O
.,O
.,O
Sol,O
durch,O
myne,O
hhrn,O
die,O
examinatoren,O
nach,O
irer,O
discretion,O
mit,O
oder,O
ohne,O
marter,O
examiniert,O
undt,O
sein,O
Vericht,O
In,O
gen,O
.,O
referio,O
werden,O
.,O
Actum,O
.,O
july,O
Ist,O
erkent,O
.,O
Im,O
fahl,O
er,O
werde,O
mit,O
dem,O
midt,O
er,O
übergeloßen,O
und,O
ime,O
nüt,O
anderes,O
und,O
by,O
solch,O
sin,O
halten,O
können,O
das,O
ime,O
den,O
mundt,O
uß,O
unbedachtsam,O
hertzsteckte,O
soll,O
uferstattung,O
gewohnlichs,O
hendig,O
undt,O
verspreschung,O
die,O
getangenschf,O
.,O
an,O
im,O
mondt,O
zerechen,O
auch,O
abtrag,O
costens,O
ledig,O
glaßen,O
werden,O
.,O
Aa,O
et,O
suptio,O
.,O
fecit,O
lade,O
die,O
.,O
22,O
.,O
K,O
.,O
R,O
.,O
23,O
.,O
47,O
.,O
Peter,B-PER
Bolets,I-PER
Uß,O
der,O
Landtschafft,O
Frutigen,B-LOC
hat,O
be:,O
kendt,O
daß,O
zwar,O
er,O
den,O
auflauf,O
der,O
gantzen,O
manschafft,O
der,O
bürt,O
im,O
Schwißen,B-LOC
nit,O
iren,O
auferlegten,O
wehren,O
gemacht:,O
Eß,O
sye,O
aber,O
immer,O
sölches,O
von,O
Jacob,B-PER
Wäfler,I-PER
oder,O
aber,O
synen,O
Tochterman,O
durch,O
einen,O
expressien,O
botten,O
beuolchen,O
worden,O
.,O
Denne,O
habe,O
er,O
vor,O
etwaß,O
abgelofner,O
zeit,O
bim,O
trunck,O
zum,O
alten,O
venner,O
Züricher,B-PER
gerett,O
wan,O
die,O
fürgesezten,O
nit,O
wellen,O
zur,O
sach,O
tun,O
So,O
müssen,O
wol,O
sy,O
anderen,O
darzuo,O
thuen,O
.,O
Syge,O
aber,O
daß,O
ein,O
und,O
ander,O
trunckner,O
wyß,O
beschechen,O
Möchte,O
auf,O
ein,O
Censur,O
undt,O
abtrag,O
Costens,O
neben,O
abschwerung,O
deß,O
so,O
er,O
den,O
angenomen,O
ledig,O
gelaßen,O
werden,O
.,O
Item,O
auf,O
abtrag,O
costenß,O
und,O
ein,O
censur,O
mit,O
vorbethalt,O
einer,O
geltstroff,O
liberiert,O
actu,O
vorstadt,O
.,O
Beath,B-PER
im,I-PER
Hof,I-PER
zud,O
Wielißwyl,B-LOC
.,I-LOC
hat,O
bekendt,O
daß,O
des,O
Zintag,O
abendts,O
vndt,O
druf,O
gevolgten,O
mitwochen,O
morgendts,O
früy,O
bricht,O
kommen,O
daß,O
vil,O
frömbdts,O
volck,O
byden,O
Gümmenen,B-LOC
brug,I-LOC
undt,O
Meyer,B-PER
Spring,I-PER
daselbst,O
yntasye,O
da,O
habe,O
deß,O
weybels,O
knecht,O
zuo,O
Buchse,B-LOC
zum,O
anderen,O
mahl,O
by,O
der,O
horschafft,O
buß,O
aufbotten,O
nach,O
Buche,O
ze,O
züchen,O
ungeacht,O
aber,O
signidt,O
die,O
Völcker,O
biß,O
gan,O
Särißwyl,B-LOC
geruckt,O
vndt,O
also,O
darüberhin,O
von,O
einem,O
gwüßen,O
alten,O
unbekanten,O
mann,O
daselbst,O
über,O
Tisch,O
gerett,O
worden,O
eß,O
brünne,O
manschlage,O
ein,O
anderen,O
zuo,O
Godt,B-PER
der,O
meyer,O
Spring,B-PER
sye,O
yntan,O
etc,O
.,O
Sigind,O
etliche,O
undt,O
er,O
Im,B-PER
Hof,I-PER
umb,O
erkundigung,O
der,O
warheit,O
nach,O
Gümmenen,B-LOC
geschickt,O
worden,O
alda,O
sy,O
den,O
Meyer,O
Spring,B-PER
antroffen,O
undt,O
den,O
handel,O
nit,O
also,O
wie,O
fürgeben,O
worden,O
befunden,O
sunderß,O
vom,O
Spring,B-PER
Uff,O
mittwochen,O
den,O
18,O
.,O
tag,O
meyens,O
im,O
1569,O
.,O
iar,O
in,O
gägen,O
-,O
würtigkheytt,O
herr,O
Bitzius,B-PER
Brügg,I-PER
-,I-PER
lers,B-PER
des,O
allten,O
herrn,O
Gallus,B-PER
Waldis,B-PER
beyd,O
der,O
rhaten,O
i,O
e,O
e,O
Bastian,B-PER
e,O
von,O
enternouw,B-LOC
der,O
unnd,O
Willhelmen,B-PER
vom,I-PER
Stein,I-PER
großweybells,O
etc,O
.,O
Hanns,B-PER
Speych,I-PER
ist,O
zuo,O
i,O
Hanns,B-PER
Speych,I-PER
von,O
Yegistorff,B-LOC
abermals,O
mitt,O
ernst,O
unnd,O
angehalltner,O
marter,O
befragt,O
unnd,O
vermant,O
die,O
gründtliche,O
warheytt,O
handlens,O
anzuzeygen,O
dann,O
ye,O
nun,O
gnädige,O
herren,O
an,O
sine,O
gegäbne,O
verantwurttungen,O
lich,O
nitt,O
khommen,O
.,O
Ist,O
hierüber,O
sin,O
antwort,O
wie,O
er,O
des,O
vordergen,O
tags,O
bescheydt,O
darby,O
woll,O
er,O
ouch,O
stärben,O
unnd,O
gwißen,O
das,O
er,O
annders,O
mitt,O
dann,O
er,O
unnd,O
sin,O
knächt,O
(,O
der,O
sich,O
doff,O
doch,O
vast,O
gewidriget,O
),O
habindt,O
allein,O
uff,O
die,O
drü,O
mal,O
(,O
mitt,O
züchen,O
vor,O
eerenden,O
iren,O
),O
51,O
männliche,O
glid,O
zusamen,O
unnd,O
(,O
wie,O
ers,O
),O
machen,O
unnd,O
wüsse,O
nitt,O
was,O
inne,O
harzuo,O
bewegt,O
habe,O
dann,O
sin,O
gross,O
thor,O
-,O
heytt,O
unnd,O
anderst,O
dann,O
mit,O
yetz,O
gesagt,O
unnd,O
er,O
vormals,O
sige,O
es,O
nitt,O
als,O
im,O
der,O
allmechtig,O
seel,O
unnd,O
lyb,O
unnd,O
hie,O
inn,O
diser,O
zytt,O
unndt,O
läben,O
